Season,TeamID,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEMss,OppOss,OppDss,AdjEMnc
2017,1233,-0.05,110.8,106.6,70.6,+.013,-0.05,103.7,105.7,-0.05
2009,1396,+7.22,109.9,95.5,63.5,-0.005,+7.22,106.9,100.3,+7.22
2012,1388,-2.17,114.3,98.8,63.4,+.036,-2.17,104.1,103.9,-2.17
2015,1261,-4.77,108.9,95.1,69.3,-0.043,-4.77,106.2,101.2,-4.77
2007,1166,+4.10,113.8,95.3,62.7,-0.023,+4.10,108.3,99.4,+4.10
2013,1233,+4.09,114.4,106.9,69.7,-0.07,+4.09,102.4,101.4,+4.09
2016,1167,-2.99,104,97.8,67.6,-0.003,-2.99,100.6,107.1,-2.99
2011,1181,+3.48,119.7,91.3,68.6,+.017,+3.48,107.3,98.9,+3.48
2002,1130,-2.78,109.4,99.4,69.1,+.040,-2.78,105.5,99.1,-2.78
2010,1431,-4.26,107.7,91.2,67.9,+.024,-4.26,104.1,101.5,-4.26
2008,1386,+1.34,115.1,100.8,64,-0.069,+1.34,106.9,101.1,+1.34
2013,1195,+4.57,104.9,98.6,67.9,+.039,+4.57,101.3,104.1,+4.57
2017,1376,+1.93,108.9,88.1,68.6,-0.005,+1.93,110.2,99.5,+1.93
2003,1421,+11.61,101.2,113.5,68,+.119,+11.61,98.3,104.7,+11.61
2016,1437,+2.98,122.8,90.8,66,+.023,+2.98,110.5,99.7,+2.98
2004,1393,-4.61,113.1,96.7,65.7,+.086,-4.61,107.4,99.6,-4.61
2003,1332,-4.41,111.4,97.1,71.2,+.032,-4.41,105,99.8,-4.41
2008,1323,-7.02,114.6,95.6,69.5,+.042,-7.02,107.5,100.6,-7.02
2004,1106,+0.53,93.8,104.5,61.4,+.023,+0.53,94.6,106.7,+0.53
2004,1343,-0.07,106.3,101.4,56.4,+.033,-0.07,100.2,104.6,-0.07
2003,1242,+6.08,115,86.4,72.2,-0.017,+6.08,108.7,96.8,+6.08
2015,1414,+2.29,106.3,99.2,63.4,-0.022,+2.29,104.7,103.8,+2.29
2009,1173,-4.57,103.3,93,64.5,+.107,-4.57,104.9,102.6,-4.57
2011,1314,+6.01,111.8,89.6,70.6,+.064,+6.01,109.9,98.8,+6.01
2013,1279,-7.55,112.3,95.3,69.2,-0.011,-7.55,103.4,100.2,-7.55
2002,1326,-1.26,116.4,96.6,66.8,+.005,-1.26,106.8,99.3,-1.26
2015,1234,-1.58,114.2,95.1,63.7,-0.007,-1.58,108.9,100.4,-1.58
2017,1371,-2.11,109.4,95.8,67.5,+.058,-2.11,110.2,100.6,-2.11
2010,1155,-2.85,110.9,91.6,67.6,-0.041,-2.85,106.3,97.6,-2.85
2007,1253,-2.96,112.2,106.8,71,+.110,-2.96,102,105.4,-2.96
2013,1277,-0.75,112.6,88.5,63.1,+.001,-0.75,108.8,96.9,-0.75
2016,1268,-1.86,116.2,95.9,67.4,+.016,-1.86,109.2,100.6,-1.86
2010,1449,+1.13,111.7,93.6,71.7,+.029,+1.13,106.7,99.7,+1.13
2014,1458,+3.33,122,96.1,62.4,+.019,+3.33,110.2,98.8,+3.33
2005,1211,+2.18,119.3,101.4,67.1,+.012,+2.18,104,100.5,+2.18
2004,1211,+7.00,120.8,95.5,66.6,+.013,+7.00,105.5,102.2,+7.00
2010,1397,-0.48,108.9,90.4,67.5,+.082,-0.48,107.4,98.7,-0.48
2002,1409,+15.59,116.0,100.4,69.5,+.001,+2.03,103.9, 101.9,-1.44
2012,1308,-0.87,109.3,98.1,69.4,-0.041,-0.87,103.4,104.3,-0.87
2003,1281,+2.97,111.5,94.2,66.9,+.043,+2.97,107.1,96,+2.97
2013,1393,-4.44,113.1,88.3,63.1,-0.004,-4.44,106.8,97.4,-4.44
2013,1301,-0.36,116.8,99.8,66.8,-0.032,-0.36,106.1,99.5,-0.36
2016,1314,+3.13,124.4,94.6,70.5,-0.055,+3.13,111.7,100.2,+3.13
2006,1116,-4.78,112.2,93.8,66,-0.062,-4.78,106,99.6,-4.78
2004,1458,+3.63,116,90.3,60.7,-0.001,+3.63,108,99.7,+3.63
2013,1380,+4.12,99.3,98.8,63.4,-0.031,+4.12,95.2,106.7,+4.12
2011,1206,+0.66,114.1,95.8,64.5,+.028,+0.66,105,103,+0.66
2013,1160,+3.80,106.5,91.9,63.7,+.029,+3.80,107.3,98.1,+3.80
2015,1157,-1.05,106.7,104.3,64.1,+.006,-1.05,102.2,108.6,-1.05
2003,1360,+6.03,104.7,96.4,70.9,+.003,+6.03,104.8,101.4,+6.03
2008,1345,-3.61,110.5,92.2,66.9,-0.025,-3.61,106.2,99.7,-3.61
2015,1452,-2.65,112.6,94.9,67.9,+.087,-2.65,108.9,99.3,-2.65
2003,1237,+2.78,102.9,102.5,67,+.071,+2.78,102.6,104.8,+2.78
2014,1160,+1.71,107.7,96.5,64.8,+.120,+1.71,109.5,100.8,+1.71
2009,1127,-4.08,102.3,103.3,67.2,+.130,-4.08,99.6,105.3,-4.08
2002,1428,+1.57,111.4,97.3,62.1,+.010,+1.57,106.4,101,+1.57
2003,1329,-1.14,105.9,88.2,66.7,+.003,-1.14,106.3,97.2,-1.14
2015,1326,-7.41,115.6,94.8,65.2,-0.043,-7.41,108.1,101.4,-7.41
2011,1287,+2.66,105.6,98.6,63.4,+.023,+2.66,102.2,105.1,+2.66
2006,1196,-8.46,117.9,89.7,66.9,-0.011,-8.46,107.7,99.3,-8.46
2015,1186,+3.94,112.9,109.6,68.2,+.067,+3.94,104.2,108,+3.94
2015,1400,-2.47,112.4,93.4,62,-0.079,-2.47,108.3,98.8,-2.47
2014,1124,-0.36,118.9,99.5,61.3,+.012,-0.36,111,100.6,-0.36
2009,1437,-5.37,114.4,90.5,68.3,+.021,-5.37,108.9,98.9,-5.37
2011,1208,-0.69,108.2,95.9,63.5,-0.003,-0.69,106.2,100.4,-0.69
2009,1400,+2.01,112.2,92.5,65.4,-0.048,+2.01,109.2,99,+2.01
2010,1448,-0.82,107.1,93,68.7,+.067,-0.82,107.4,96.9,-0.82
2017,1195,+2.14,109.4,104.4,65.9,+.037,+2.14,103.7,108.5,+2.14
2002,1270,+12.81,103.2,97.8,66.2,+.023,+12.81,99.8,104.4,+12.81
2005,1324,+14.37,108.1,109.3,65.2,-0.022,+14.37,105.2,103.2,+14.37
2008,1332,+0.11,118.8,103.1,65.8,-0.035,+0.11,108.9,98.4,+0.11
2007,1403,+2.29,112.2,101.3,64.9,+.056,+2.29,108.3,100.5,+2.29
2014,1140,+8.43,114.5,100.7,70.8,-0.004,+8.43,109.6,103,+8.43
2008,1257,+0.79,113.1,87.7,65.3,-0.057,+0.79,108.4,99,+0.79
2011,1243,+0.73,111.1,93.6,66.4,+.010,+0.73,108.5,99.3,+0.73
2017,1274,+15.03,109.9,94.9,63.0,+.031,+9.39,110.7,101.3,-4.48
2012,1382,+0.10,110.6,98.9,63,-0.024,+0.10,104.9,101.1,+0.10
2005,1242,+10.37,115.6,92.5,66.5,+.008,+10.37,108.1,97.7,+10.37
2012,1462,+4.56,108.7,96.1,66.4,+.031,+4.56,107.4,100.1,+4.56
2017,1277,+4.01,111.4,95.9,66.9,-0.011,+4.01,110.6,99.6,+4.01
2006,1326,-3.33,113,92.3,65.2,+.028,-3.33,107,100.3,-3.33
2002,1181,+6.66,121,86.8,74.5,-0.027,+6.66,109.3,99.5,+6.66
2013,1424,-0.28,106,90,67.9,-0.015,-0.28,106.1,99.9,-0.28
2015,1209,+3.63,111.6,101.3,62.4,-0.003,+3.63,102.4,103.9,+3.63
2011,1246,+4.46,117.8,92,65,-0.044,+4.46,108.4,98.5,+4.46
2003,1211,+5.83,113.2,97.7,66.9,-0.021,+5.83,103.9,100,+5.83
2009,1276,+0.63,112.2,97.5,62.5,+.014,+0.63,108.5,97.1,+0.63
